name,calories,proteins,fat,carbohydrate,porsi saji,Kalium,Fosfor,Natrium,status HD,kategori klinis,cairan
Sagu lempeng,347.0,0.9,0.3,85.2,100g,78.0,40.5,13.6,Aman,Rendah Kalium,12.1
Sagu Rendang,364.0,0.1,0.2,90.5,100g,82.6,34.8,7.2,Aman,Rendah Kalium,7.7
Sagu singkong kering,362.0,0.5,0.3,86.9,100g,552.7,34.5,4.6,Hindari,Tinggi Kalium,8.0
Sagu sinole,354.0,0.8,8.3,68.9,100g,67.2,36.4,8.1,Aman,Rendah Kalium,20.5
Salak bali segar,57.0,0.5,0.1,13.6,100g,56.2,31.4,20.7,Batasi,Rendah Kalium & Tinggi Cairan,84.3
Salak medan segar,55.0,0.4,0.2,12.8,100g,61.0,38.5,16.1,Batasi,Rendah Kalium & Tinggi Cairan,85.1
Salak pondoh segar,87.0,0.8,0.4,20.1,100g,64.7,34.1,8.7,Batasi,Rendah Kalium,77.2
Sale pisang siam,281.0,2.4,0.7,66.1,100g,403.9,20.6,2.1,Hindari,Tinggi Kalium,29.3
Santan (dengan air),122.0,2.0,10.0,7.6,100g,42.4,37.6,11.7,Batasi,Rendah Kalium,78.9
Santan (kelapa saja),324.0,4.2,34.3,55.6,100g,390.0,28.4,1.0,Hindari,Tinggi Kalium,4.4
Santan murni,324.0,4.2,34.3,5.6,100g,66.0,65.8,21.1,Aman,Rendah Kalium,54.4
Saos Tomat,98.0,2.0,0.4,24.5,100g,154.5,36.0,9.1,Batasi,Normal / Seimbang,71.6
Sapi abon,212.0,18.0,10.6,59.3,30g,362.9,410.9,414.6,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,10.6
Sapi babat segar,108.0,17.6,4.2,0.0,100g,359.3,279.3,81.4,Hindari,Tinggi Kalium & Tinggi Fosfor,76.7
Sapi daging asap,182.0,32.0,6.0,0.0,100g,422.5,385.2,80.9,Hindari,Tinggi Kalium & Tinggi Fosfor,60.5
Sapi daging dendeng mentah,301.0,55.0,9.0,0.0,30g,545.9,671.1,814.7,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,34.5
Sapi daging gemuk segar,273.0,17.5,22.0,0.0,100g,330.4,274.9,60.1,Hindari,Tinggi Kalium & Tinggi Fosfor,59.0
Sapi daging kornet,289.0,16.0,25.0,0.0,100g,346.5,411.7,505.2,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,57.5
Sapi daging kurus segar,174.0,19.6,10.0,0.0,100g,372.9,313.6,68.6,Hindari,Tinggi Kalium & Tinggi Fosfor,68.9
Sapi daging lemak sedang segar,201.0,18.8,14.0,0.0,100g,385.4,296.6,75.8,Hindari,Tinggi Kalium & Tinggi Fosfor,65.7
Sapi daging sosis (Worst),448.0,14.5,42.3,2.3,100g,350.2,381.9,839.9,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,39.4
Sapi daleman segar,183.0,12.0,14.4,1.4,100g,300.5,224.5,67.3,Hindari,Tinggi Kalium & Tinggi Fosfor,70.7
Sapi dideh/darah,98.0,21.9,1.1,0.0,100g,383.4,306.9,66.1,Hindari,Tinggi Kalium & Tinggi Fosfor,75.5
Sapi ginjal segar,137.0,15.0,8.1,0.9,100g,374.3,270.8,55.9,Hindari,Tinggi Kalium & Tinggi Fosfor,74.5
Sapi hati sosis (liverworst),274.0,16.0,22.0,3.0,100g,345.8,358.4,662.3,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,57.5
Sapi keleponan segar,84.0,10.5,4.6,0.2,100g,292.6,227.2,60.5,Hindari,Tinggi Fosfor & Tinggi Cairan,83.2
Sapi liver segar,132.0,19.7,3.2,6.0,100g,309.8,322.4,73.7,Hindari,Tinggi Kalium & Tinggi Fosfor,69.6
Sapi otak segar,123.0,10.4,8.6,0.8,100g,309.7,228.2,55.6,Hindari,Tinggi Kalium & Tinggi Fosfor,78.7
Sapi paru dendeng mentah,360.0,57.3,6.0,19.2,30g,609.1,716.9,839.1,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,16.0
Sapi paru goreng,268.0,23.9,12.7,14.5,100g,364.7,324.3,66.1,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Sapi usus segar,126.0,14.0,7.2,1.5,100g,327.9,252.4,64.3,Hindari,Tinggi Kalium & Tinggi Fosfor,75.8
Sarang Burung,281.0,37.5,0.3,32.1,100g,188.4,204.2,7.8,Hindari,Tinggi Fosfor,28.6
Sardines dalam kaleng,338.0,21.1,27.0,1.0,200g,113.5,119.7,15.9,Batasi,Normal / Seimbang,49.4
Sari Kedelai bubuk,344.0,30.0,20.0,43.0,100g,667.4,477.3,20.5,Hindari,Tinggi Kalium & Tinggi Fosfor,5.5
Sarimuka,166.0,2.3,2.8,32.9,100g,63.8,24.5,10.6,Aman,Rendah Kalium,60.5
Sate Bandeng,283.0,12.1,16.8,20.9,100g,95.2,81.4,9.9,Aman,Rendah Kalium,48.7
Sate Kulit ,110.0,15.5,0.5,11.5,100g,116.1,110.1,8.3,Batasi,Normal / Seimbang,71.0
Sate penyu masakan,179.0,22.5,3.5,13.3,100g,116.3,133.6,11.1,Batasi,Normal / Seimbang,59.2
Sate pusut masakan,274.0,12.9,18.6,13.6,100g,99.6,88.8,14.0,Aman,Rendah Kalium,53.4
Sate Usus ,126.7,14.0,7.3,1.3,100g,110.0,104.5,11.8,Batasi,Normal / Seimbang,75.9
Sawi,22.0,2.3,0.3,4.0,100g,132.6,33.9,10.4,Batasi,Tinggi Cairan,91.9
Sawi putih / pecai segar,9.0,1.0,0.1,1.7,100g,124.5,29.7,8.1,Batasi,Tinggi Cairan,95.7
Sawi taiwan segar,30.0,1.9,0.5,4.4,100g,129.3,28.1,8.6,Batasi,Tinggi Cairan,91.7
Sawi tanah segar,19.0,1.3,0.2,2.9,100g,132.7,32.9,6.9,Batasi,Tinggi Cairan,94.1
Sawo,92.0,0.5,1.1,22.4,100g,65.5,30.2,18.8,Aman,Rendah Kalium,74.5
Sawo duren segar,64.0,1.0,3.1,8.0,100g,37.7,43.0,13.9,Batasi,Rendah Kalium & Tinggi Cairan,86.4
Sawo kecik segar,111.0,0.9,2.3,21.6,100g,50.4,42.4,17.1,Aman,Rendah Kalium,73.7
Sawo Manila segar,92.0,0.5,1.1,22.4,100g,38.0,41.3,2.0,Aman,Rendah Kalium,74.5
Sayur asem,29.0,0.7,0.6,5.0,100g,124.4,34.7,6.8,Batasi,Tinggi Cairan,92.2
Sayur bunga pepaya,49.0,1.7,0.3,9.8,100g,127.7,31.9,12.1,Batasi,Tinggi Cairan,86.7
Sayur garu,178.0,2.6,13.9,10.6,100g,120.7,32.5,11.0,Aman,Normal / Seimbang,71.4
Sayur kohu-kohu,133.0,7.3,6.6,11.2,100g,165.7,57.4,5.5,Batasi,Normal / Seimbang,73.4
Sayur lebui,64.0,2.1,0.6,12.5,100g,170.2,40.8,9.4,Batasi,Tinggi Cairan,83.3
Sayur lilin-terubuk,36.0,2.7,0.7,4.8,100g,126.0,37.0,7.7,Batasi,Tinggi Cairan,90.3
Sayur ndusuk,49.0,3.1,2.5,3.6,100g,138.3,44.8,9.8,Batasi,Tinggi Cairan,89.3
Sayur sop,27.0,1.3,2.0,1.0,100g,118.3,36.4,8.6,Batasi,Tinggi Cairan,94.2
Sayur umbut kelapa,67.0,5.2,2.9,5.1,100g,144.4,54.3,5.8,Batasi,Tinggi Cairan,85.3
Sayur umbut rotan,57.0,5.4,2.6,3.1,100g,133.3,47.2,4.9,Batasi,Tinggi Cairan,87.4
Selada,15.0,1.2,0.2,2.9,100g,137.6,40.4,4.3,Batasi,Tinggi Cairan,94.2
Selada Air,17.0,1.7,0.3,3.0,100g,133.2,35.2,8.2,Batasi,Tinggi Cairan,93.5
Selada Air rebus,19.0,2.7,0.2,2.9,100g,132.1,32.0,8.5,Batasi,Tinggi Cairan,92.7
Seledri,20.0,1.0,0.1,4.6,100g,44.3,22.0,16.8,Batasi,Rendah Kalium & Tinggi Cairan,92.8
Semangka,28.0,0.5,0.2,6.9,100g,112.5,13.4,2.2,Batasi,Tinggi Cairan,90.9
Semur Jengkol ,192.5,4.5,6.0,30.3,100g,81.5,57.0,15.6,Aman,Rendah Kalium,57.7
Sente,64.0,0.6,0.3,14.8,100g,50.6,48.2,13.3,Batasi,Rendah Kalium & Tinggi Cairan,82.8
Sente talas segar,353.0,0.7,0.2,84.7,100g,517.3,23.1,8.6,Hindari,Tinggi Kalium,12.9
Sepi masakan,88.0,7.9,1.6,10.6,100g,70.2,65.4,8.7,Batasi,Rendah Kalium,78.4
Serbuk Coklat,298.0,8.0,23.8,48.9,100g,84.0,88.0,17.3,Aman,Rendah Kalium,17.8
Serimping talas kebumen,478.0,2.5,21.2,69.2,100g,532.6,31.4,8.1,Hindari,Tinggi Kalium,5.6
Setrup sirup,213.0,0.0,0.0,55.0,100g,56.7,29.4,8.3,Aman,Rendah Kalium,43.5
Shabu-shabu,88.0,3.2,8.0,0.8,100g,66.4,46.2,16.3,Batasi,Rendah Kalium & Tinggi Cairan,86.5
Sie reuboh masakan,474.0,11.2,42.5,11.7,100g,93.7,103.8,6.1,Batasi,Rendah Kalium,33.1
Singkah (rotan muda),81.0,5.1,4.5,5.1,100g,75.0,67.1,8.1,Batasi,Rendah Kalium & Tinggi Cairan,83.8
Singkong Goreng ,285.0,1.0,18.0,28.0,100g,435.6,30.8,7.5,Hindari,Tinggi Kalium,8.0
Singkong kukus,146.0,1.2,0.3,34.7,100g,401.9,27.5,12.1,Hindari,Tinggi Kalium,62.3
Singkong tape,173.0,0.5,0.1,42.5,100g,436.5,30.4,6.4,Hindari,Tinggi Kalium,55.4
Siomay ,95.3,4.4,2.2,14.4,100g,59.9,174.3,606.8,Hindari,Rendah Kalium & Tinggi Natrium,77.5
Sirsak,65.0,1.0,0.3,16.3,100g,55.9,38.1,13.6,Batasi,Rendah Kalium & Tinggi Cairan,80.9
Sirup,213.0,0.0,0.0,55.0,100g,72.5,40.9,8.1,Aman,Rendah Kalium,43.5
Sop buntut masakan,71.0,7.5,3.6,2.2,100g,69.9,78.3,15.6,Batasi,Rendah Kalium & Tinggi Cairan,85.2
Sop daging sapi masakan,49.0,5.8,0.5,5.3,100g,264.4,197.7,49.2,Batasi,Tinggi Cairan,86.9
Sop kaki sapi masakan,68.0,9.0,1.9,3.7,100g,310.4,240.3,57.4,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,83.9
Sop kambing masakan,34.0,5.5,0.8,1.1,100g,273.6,200.4,52.7,Hindari,Tinggi Fosfor & Tinggi Cairan,91.1
Sop konro masakan,71.0,7.4,2.6,4.5,100g,67.6,73.1,9.5,Batasi,Rendah Kalium & Tinggi Cairan,84.0
Sop Kool,12.0,0.5,0.1,2.0,100g,45.7,43.2,13.7,Batasi,Rendah Kalium & Tinggi Cairan,95.9
Sop Kool dan Wortel,15.0,0.6,0.1,3.1,100g,136.9,26.3,8.7,Batasi,Tinggi Cairan,94.7
Sop saudara masakan,89.0,7.2,5.0,3.9,100g,70.8,71.1,10.0,Batasi,Rendah Kalium & Tinggi Cairan,82.4
Soto bandung masakan,42.0,3.9,1.7,2.8,150g,58.3,44.6,11.9,Batasi,Rendah Kalium & Tinggi Cairan,90.1
Soto banjar masakan,110.0,2.9,9.5,3.2,150g,49.9,39.1,13.0,Batasi,Rendah Kalium & Tinggi Cairan,82.9
Soto betawi masakan,135.0,2.5,8.8,11.5,150g,60.1,52.5,10.3,Batasi,Rendah Kalium,75.7
Soto dengan Daging,127.5,2.6,9.4,8.3,150g,282.5,176.1,68.6,Batasi,Normal / Seimbang,78.2
Soto jeroan masakan,92.0,11.8,4.3,1.4,150g,80.3,89.3,13.5,Batasi,Rendah Kalium & Tinggi Cairan,81.0
Soto kudus masakan,38.0,2.6,2.3,1.8,150g,54.9,30.0,12.6,Batasi,Rendah Kalium & Tinggi Cairan,91.8
Soto madura masakan,60.0,3.5,4.5,1.3,150g,75.5,47.9,9.1,Batasi,Rendah Kalium & Tinggi Cairan,89.2
Soto padang masakan,127.0,5.9,6.6,11.0,150g,73.0,64.0,16.8,Aman,Rendah Kalium,75.0
Soto pekalongan masakan,94.0,3.0,6.8,5.1,150g,47.5,54.4,14.4,Batasi,Rendah Kalium & Tinggi Cairan,83.6
Soto pemalang masakan,75.0,3.6,5.2,3.5,150g,57.9,53.9,16.1,Batasi,Rendah Kalium & Tinggi Cairan,86.2
Soto sukaraja masakan,80.0,3.2,3.5,9.0,150g,66.8,40.3,15.3,Batasi,Rendah Kalium & Tinggi Cairan,82.8
Soto sulung masakan,86.0,2.3,8.5,0.0,150g,52.5,45.9,12.3,Batasi,Rendah Kalium & Tinggi Cairan,87.7
Soto tanpa Daging ,117.1,0.4,8.6,9.6,150g,259.2,167.3,64.3,Batasi,Normal / Seimbang,79.9
Spaghetti,139.0,7.4,2.1,22.6,100g,71.0,65.2,12.7,Aman,Rendah Kalium,66.4
Srikaya,101.0,1.7,0.6,35.2,100g,74.9,47.5,8.6,Aman,Rendah Kalium,61.0
Sukiyaki masakan,75.0,5.6,0.4,12.2,100g,89.4,62.3,17.1,Batasi,Rendah Kalium & Tinggi Cairan,80.3
Sukun muda segar,119.0,1.4,0.2,28.1,100g,59.9,45.6,15.4,Aman,Rendah Kalium,68.8
Sukun tua segar,126.0,1.6,0.2,24.5,100g,70.1,50.7,15.5,Aman,Rendah Kalium,72.2
Susu asam untuk bayi bubuk,418.0,19.0,9.0,65.5,200g,327.3,379.4,273.3,Hindari,Tinggi Kalium & Tinggi Fosfor,5.0
Susu bubuk,513.0,24.6,30.0,36.2,200g,390.8,451.9,396.6,Hindari,Tinggi Kalium & Tinggi Fosfor,7.7
Susu Kambing,64.0,4.3,2.3,6.6,200g,236.2,197.9,210.6,Batasi,Tinggi Cairan,85.3
Susu Kedelai,41.0,3.5,2.5,5.0,200g,451.5,252.6,12.9,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,87.5
Susu Kental Manis,336.0,8.2,10.0,55.0,200g,265.9,264.8,271.0,Hindari,Tinggi Fosfor,25.3
Susu Kental Tak Manis,138.0,7.0,7.9,9.9,200g,214.5,224.3,266.5,Hindari,Tinggi Fosfor,73.7
Susu Kerbau,160.0,6.3,12.0,7.1,200g,198.4,250.8,276.0,Hindari,Tinggi Fosfor,73.1
Susu Sapi,61.0,3.2,3.5,4.3,200g,254.2,233.0,233.0,Hindari,Tinggi Fosfor & Tinggi Cairan,87.5
Susu Skim (tak berlemak),36.0,3.5,0.1,5.1,200g,206.4,216.9,263.1,Hindari,Tinggi Fosfor & Tinggi Cairan,89.8
Susu skim bubuk,359.0,35.6,1.0,52.0,200g,440.2,560.4,209.4,Hindari,Tinggi Kalium & Tinggi Fosfor,9.9
Susu skim segar,36.0,3.5,0.1,5.1,200g,216.7,209.5,247.2,Hindari,Tinggi Fosfor & Tinggi Cairan,89.8
Susupan,87.0,5.3,5.2,6.3,150g,204.4,188.9,267.5,Batasi,Tinggi Cairan,81.7
Suweg kukus,90.0,1.5,0.1,21.9,100g,146.3,23.7,8.3,Aman,Normal / Seimbang,75.0
Suweg mentah,69.0,1.0,0.1,15.7,100g,61.1,38.5,10.2,Batasi,Rendah Kalium & Tinggi Cairan,81.7
Suweg talas segar,74.0,1.4,0.1,17.2,100g,387.0,29.8,5.3,Hindari,Tinggi Kalium,79.8
Suwir-suwir,347.0,0.5,0.9,84.2,100g,74.7,41.4,13.3,Aman,Rendah Kalium,12.9
Tahu,68.0,7.8,4.6,1.6,100g,502.2,267.5,14.3,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,84.5
Tahu goreng,115.0,9.7,8.5,2.5,100g,462.6,300.3,20.7,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Tahu telur,328.0,12.6,19.9,24.6,100g,509.1,312.0,16.3,Hindari,Tinggi Kalium & Tinggi Fosfor,41.4
Takwa,148.0,13.8,8.5,4.0,100g,104.9,93.5,9.2,Aman,Normal / Seimbang,72.2
Talas bogor kukus,120.0,1.5,0.3,28.2,100g,361.5,32.2,12.1,Hindari,Tinggi Kalium,68.5
Talas pontianak segar,163.0,2.3,0.5,36.4,100g,432.5,35.3,8.6,Hindari,Tinggi Kalium,59.3
Talas viqueque segar,115.0,1.8,0.5,25.9,100g,406.3,29.8,9.6,Hindari,Tinggi Kalium,70.3
Tales kukus,120.0,1.5,0.3,28.2,200g,166.5,31.8,6.0,Batasi,Normal / Seimbang,68.5
Tales mentah,98.0,1.9,0.2,23.7,200g,71.6,48.9,9.8,Aman,Rendah Kalium,72.7
Taoco,166.0,10.4,4.9,24.1,100g,99.1,77.8,8.9,Aman,Rendah Kalium,59.1
Taoge goreng,88.0,3.2,2.1,14.0,100g,55.7,35.2,13.9,Aman,Rendah Kalium,8.0
Taoge kacang kedelai segar,76.0,9.0,2.6,6.4,100g,464.2,273.6,6.7,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,80.5
Taoge seduh,28.0,3.0,0.8,4.0,100g,56.4,47.3,10.7,Batasi,Rendah Kalium & Tinggi Cairan,90.7
Taoge segar,34.0,3.7,1.2,4.3,100g,51.3,42.3,13.9,Batasi,Rendah Kalium & Tinggi Cairan,89.3
Taokoa,104.0,12.9,6.8,1.2,100g,86.2,95.6,8.5,Batasi,Rendah Kalium,77.6
Tapai beras,99.0,1.7,0.3,22.4,100g,61.4,53.1,14.3,Aman,Rendah Kalium,74.1
Tapai ketan hitam,166.0,3.8,1.0,34.4,100g,68.8,54.2,11.0,Aman,Rendah Kalium,59.3
Tapai ketan putih,172.0,3.0,0.5,37.5,100g,70.6,45.9,11.3,Aman,Rendah Kalium,57.5
Tapai singkong,169.0,1.4,0.3,40.2,100g,437.7,27.3,6.0,Hindari,Tinggi Kalium,56.6
Tauco cap DAS cake,358.0,7.5,4.3,70.4,100g,88.3,55.9,7.1,Aman,Rendah Kalium,16.3
Tauji cap singa,277.0,9.1,4.7,49.6,100g,98.0,68.8,14.1,Aman,Rendah Kalium,35.1
Tebu Terubuk,25.0,4.6,0.4,3.0,100g,62.6,40.0,14.6,Batasi,Rendah Kalium & Tinggi Cairan,90.5
Tedong pallu basa masakan,83.0,10.4,3.4,2.8,100g,89.0,73.8,13.7,Batasi,Rendah Kalium & Tinggi Cairan,81.9
Teh,132.0,19.5,0.7,67.8,200g,133.5,123.5,6.9,Batasi,Normal / Seimbang,10.5
Teh hijau daun kering,300.0,28.3,4.8,53.6,200g,172.8,150.8,7.8,Batasi,Normal / Seimbang,8.0
Teh melati daun kering,299.0,24.1,3.5,59.0,200g,196.0,128.7,7.2,Batasi,Normal / Seimbang,8.0
Tekokak,34.0,2.0,0.1,7.9,100g,57.3,43.6,12.7,Batasi,Rendah Kalium & Tinggi Cairan,88.5
Tekokak kering,294.0,8.3,1.7,72.6,100g,97.7,81.7,7.3,Aman,Rendah Kalium,8.0
Tekwan,53.0,1.9,0.9,9.4,100g,59.3,53.0,13.9,Batasi,Rendah Kalium & Tinggi Cairan,86.3
Telur Ayam,162.0,12.8,11.5,0.7,100g,326.3,239.7,73.3,Hindari,Tinggi Kalium & Tinggi Fosfor,73.5
Telur Ayam bagian kuning,361.0,19.3,31.9,0.7,100g,337.7,283.1,61.8,Hindari,Tinggi Kalium & Tinggi Fosfor,46.6
Telur Ayam bagian putih,50.0,10.8,0.0,0.8,100g,344.2,235.6,57.3,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,86.9
Telur Ayam ceplok,383.0,15.1,32.9,8.3,100g,336.8,255.9,59.3,Hindari,Tinggi Kalium & Tinggi Fosfor,42.2
Telur Ayam dadar,251.0,16.3,19.4,1.4,100g,369.2,255.8,77.9,Hindari,Tinggi Kalium & Tinggi Fosfor,61.4
Telur ayam kampung ,179.0,13.6,13.3,4.4,100g,351.4,265.1,61.3,Hindari,Tinggi Kalium & Tinggi Fosfor,67.2
Telur bebek bagian kuning segar,386.0,17.0,35.0,0.8,100g,350.5,260.3,60.8,Hindari,Tinggi Kalium & Tinggi Fosfor,45.7
Telur Bebek bagian putih,54.0,11.0,0.0,0.8,100g,330.4,248.1,56.1,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,86.7
Telur bebek bagian putih segar,54.0,11.0,0.0,0.8,100g,313.2,230.7,53.8,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,86.7
Telur Bebek ceplok,320.0,15.1,30.5,0.9,100g,354.9,254.6,63.4,Hindari,Tinggi Kalium & Tinggi Fosfor,52.0
Telur Bebek dadar,301.0,20.0,23.7,0.0,100g,361.0,290.5,64.9,Hindari,Tinggi Kalium & Tinggi Fosfor,54.8
Telur bebek tambak segar,187.0,10.9,12.4,7.9,100g,315.6,227.3,59.2,Hindari,Tinggi Kalium & Tinggi Fosfor,67.3
Telur Bebek telur asin,195.0,13.6,13.6,1.4,100g,341.2,347.1,835.7,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Natrium,69.9
Telur burung puyuh segar,116.0,10.7,7.0,1.6,100g,322.0,217.1,53.2,Hindari,Tinggi Kalium & Tinggi Fosfor,79.2
Telur Penyu,144.0,12.0,10.2,0.0,100g,311.2,254.3,72.6,Hindari,Tinggi Kalium & Tinggi Fosfor,76.3
Telur Terubuk,425.0,31.0,28.0,10.0,100g,435.4,364.1,63.4,Hindari,Tinggi Kalium & Tinggi Fosfor,29.5
Tempe bongkrek,119.0,4.4,3.5,18.3,100g,471.5,257.8,7.6,Hindari,Tinggi Kalium & Tinggi Fosfor,72.3
Tempe Gembus,73.0,5.7,1.3,4.2,100g,454.7,264.6,17.1,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,87.3
Tempe gembus yogya,76.0,6.8,0.7,10.6,100g,433.1,272.0,15.6,Hindari,Tinggi Kalium & Tinggi Fosfor & Tinggi Cairan,80.4
Tempe Goreng ,328.0,18.4,23.2,12.8,100g,625.2,377.6,17.3,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Tempe kacang babi,139.0,12.5,0.8,21.9,100g,525.0,291.4,13.4,Hindari,Tinggi Kalium & Tinggi Fosfor,63.3
Tempe kacang belimbing,212.0,17.5,10.0,12.9,100g,620.0,380.9,17.8,Hindari,Tinggi Kalium & Tinggi Fosfor,58.1
Tempe kedelai + jagung,143.0,12.0,5.5,11.4,100g,550.7,321.7,12.8,Hindari,Tinggi Kalium & Tinggi Fosfor,69.6
Tempe kedelai murni goreng,350.0,24.5,26.6,10.4,100g,661.7,441.0,11.2,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Tempe kedelai murni mentah,201.0,20.8,8.8,13.5,100g,668.4,381.6,20.3,Hindari,Tinggi Kalium & Tinggi Fosfor,55.4
Tempe koro benguk,141.0,10.2,1.3,23.2,100g,486.8,310.4,12.1,Hindari,Tinggi Kalium & Tinggi Fosfor,63.8
Tempe lamtoro var. gung dengan kulit,146.0,11.7,2.3,19.6,100g,501.6,316.9,19.0,Hindari,Tinggi Kalium & Tinggi Fosfor,64.9
Tempe lamtoro var. gung tanpa kulit,131.0,18.0,0.8,13.0,100g,578.9,341.5,14.6,Hindari,Tinggi Kalium & Tinggi Fosfor,66.7
Tempe pasar segar,150.0,14.0,7.7,9.1,100g,557.8,340.2,18.8,Hindari,Tinggi Kalium & Tinggi Fosfor,67.7
Tempe pasar goreng,336.0,20.0,28.0,7.8,100g,618.5,407.8,15.9,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Tempe Sayur ,240.0,6.0,2.7,49.3,100g,471.3,243.8,13.9,Hindari,Tinggi Kalium & Tinggi Fosfor,40.5
Tempoya,110.0,1.7,1.3,21.9,100g,57.0,50.3,13.8,Aman,Rendah Kalium,73.6
Tempuyak,126.0,1.1,2.2,25.7,100g,49.7,41.3,14.7,Aman,Rendah Kalium,69.5
Tepung Arrowroot,355.0,0.7,0.2,85.2,100g,93.8,45.3,15.0,Aman,Rendah Kalium,8.0
Tepung Beras,364.0,7.0,0.5,80.0,100g,102.0,69.6,17.0,Aman,Normal / Seimbang,8.0
Tepung beras mentah,353.0,7.0,0.5,80.0,100g,90.8,63.7,8.9,Aman,Rendah Kalium,8.0
Tepung Ganyong,353.0,0.8,1.7,83.6,100g,234.9,33.5,6.8,Batasi,Normal / Seimbang,8.0
Tepung Gaplek,363.0,1.1,0.5,88.2,100g,65.0,36.7,15.7,Aman,Rendah Kalium,8.0
Tepung Garut (arrowroot),355.0,0.7,0.2,85.2,100g,85.8,41.6,10.9,Aman,Rendah Kalium,8.0
Tepung Hunkwee,364.0,4.5,1.0,83.5,100g,83.9,59.4,8.7,Aman,Rendah Kalium,8.0
Tepung Ikan,316.0,60.1,6.5,22.4,100g,634.2,607.6,60.4,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Tepung Jagung Kuning,355.0,9.2,3.9,73.7,100g,101.8,75.7,11.0,Aman,Normal / Seimbang,8.0
Tepung jagung putih,355.0,9.2,3.9,73.7,100g,115.6,77.9,9.1,Aman,Normal / Seimbang,8.0
Tepung Jalejo,388.0,19.0,7.5,61.2,100g,151.1,120.9,15.1,Batasi,Normal / Seimbang,8.0
Tepung Kacang Kedelai,347.0,35.9,20.6,29.9,100g,763.8,512.6,16.2,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Tepung Kentang,347.0,0.3,0.1,85.6,100g,466.8,34.4,10.6,Hindari,Tinggi Kalium,8.0
Tepung Mocaf,350.0,1.2,0.6,85.0,100g,80.0,31.6,13.4,Aman,Rendah Kalium,8.0
Tepung Pisang,338.0,2.9,0.4,80.6,100g,420.0,20.3,2.2,Hindari,Tinggi Kalium,8.0
Tepung Sagu,353.0,0.7,0.2,84.7,100g,85.4,49.7,14.3,Aman,Rendah Kalium,8.0
Tepung Sente,326.0,4.0,0.4,76.7,100g,81.3,63.9,18.6,Aman,Rendah Kalium,8.0
Tepung singkong/ Tapioka,363.0,1.1,0.5,88.2,100g,597.6,25.5,8.5,Hindari,Tinggi Kalium,8.0
Tepung Sukun,353.0,2.9,0.5,84.4,100g,72.3,52.5,9.8,Aman,Rendah Kalium,8.0
Tepung Susu,509.0,24.6,30.0,36.2,200g,405.7,443.6,327.8,Hindari,Tinggi Kalium & Tinggi Fosfor,7.7
Tepung Susu Asam untuk bayi,418.0,19.0,9.0,65.5,200g,324.9,358.4,283.8,Hindari,Tinggi Kalium & Tinggi Fosfor,5.0
Tepung Susu Skim,362.0,35.6,1.0,52.0,200g,433.8,587.6,173.1,Hindari,Tinggi Kalium & Tinggi Fosfor,8.0
Tepung Tales Beneng,332.0,5.7,0.6,76.1,200g,92.8,73.8,13.4,Aman,Rendah Kalium,8.0
Tepung Terigu,365.0,8.9,1.3,77.3,100g,100.2,74.8,12.1,Aman,Normal / Seimbang,8.0
Tepung Ubi Ungu,354.0,2.8,0.6,84.4,100g,523.7,32.1,9.2,Hindari,Tinggi Kalium,8.0
Terasi,155.0,22.3,2.9,9.9,100g,105.4,240.9,736.0,Hindari,Tinggi Fosfor & Tinggi Natrium,63.4
Terasi dobo,191.0,33.1,3.6,6.6,100g,152.2,271.6,653.3,Hindari,Tinggi Fosfor & Tinggi Natrium,55.2
Terasi Merah,174.0,30.0,3.5,3.5,100g,147.6,339.8,649.4,Hindari,Tinggi Fosfor & Tinggi Natrium,61.5
Terasi merah,174.0,30.0,3.5,5.6,100g,140.9,257.2,583.7,Hindari,Tinggi Fosfor & Tinggi Natrium,59.4
Teri balado masakan,365.0,23.7,22.3,17.5,100g,128.7,139.6,18.4,Batasi,Normal / Seimbang,35.0
